Fiscal Year,Eff. Date,Job Code,Title,Union Code,SetID,Grade,Biweekly Min,Biweekly Max,Extended Range,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20
FY15-16,2015/07/01,9128,Senior Transit Traffic Checker,790,SFMTA,6650,"2,342","2,847",,29.275,30.7375,32.275,33.8875,35.5875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9131,"Station Agent, Muni Railway",790,SFMTA,6860,"2,596","3,155",,32.45,34.075,35.775,37.5625,39.4375,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9132,Transit Fare Inspector,254,SFMTA,6395,"2,069","2,514",,25.8625,27.15,28.5125,29.9375,31.425,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9135,Passenger Service Specialist,200,SFMTA,6560,"2,242","2,726",,28.025,29.425,30.9,32.45,34.075,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9139,Transit Supervisor,200,SFMTA,7130,"2,960","3,597",,37,38.85,40.7875,42.825,44.9625,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9140,Transit Manager 1,200,SFMTA,7470,"3,493","4,246",,43.6625,45.85,48.1375,50.55,53.075,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9141,Transit Manager 2,200,SFMTA,7720,"3,948","4,799",,49.35,51.8125,54.4,57.125,59.9875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9142,Transit Manager 3,351,SFMTA,7820,"4,145","5,039",,51.8125,54.4,57.125,59.9875,62.9875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9143,Sr Opers Mgr,351,SFMTA,8165,"4,905","5,962",,61.3125,64.3875,67.6,70.9875,74.525,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9144,"Investigator,Taxi & AccessSvcs",1,COMMN,7105,"2,926","3,557",,36.575,38.4,40.325,42.3375,44.4625,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9145,Traffic Signal Electrician,6,SFMTA,9145G,"4,088","4,088",,51.1,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9146,"Manager, Accessible Services",351,SFMTA,7330,"3,263","3,966",,40.7875,42.825,44.9625,47.2125,49.575,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9147,Traf Signal Electrician Sup I,6,SFMTA,9147G,"4,593","4,593",,57.4125,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9149,Traf Signal Electrician Sup II,6,SFMTA,9149G,"5,131","5,131",,64.1375,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9150,Train Controller,200,SFMTA,7430,"3,426","4,164",,42.825,44.9625,47.2125,49.575,52.05,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9151,"Real Estate Devt. Mgr, SFMTA",21,SFMTA,7725,"3,957","4,810",,49.4625,51.9375,54.525,57.2625,60.125,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9155,Claims Investigator,200,COMMN,7365,"3,320","4,036",,41.5,43.575,45.7625,48.05,50.45,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9156,Senior Claims Investigator,200,COMMN,7565,"3,661","4,449",,45.7625,48.05,50.45,52.975,55.6125,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9157,Claims Adjuster,200,COMMN,7565,"3,661","4,449",,45.7625,48.05,50.45,52.975,55.6125,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9160,Transit Operations Specialist,200,SFMTA,7560,"3,653","4,440",,45.6625,47.95,50.35,52.8625,55.5,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9163,Transit Operator,253,SFMTA,9163G,"1,514","2,403",6,18.9231,21.7014,24.4798,27.2582,30.0366,18.9231,21.0256,22.5275,24.0293,25.5311,27.0329,28.5348,30.0366,,,,,,,
FY15-16,2015/07/01,9184,"Deputy General Manager,DPT",351,SFMTA,9184G,"5,845","7,477",,73.0625,76.8625,80.7125,84.725,88.975,93.4625,,,,,,,,,,,,,,
FY15-16,2015/07/01,9185,"Chf Opr Ofc, Publ Transp Dept",351,SFMTA,9185G,"7,329","9,360",,91.6125,96.1875,101.05,106.125,111.45,117,,,,,,,,,,,,,,
FY15-16,2015/07/01,9186,"Gen Mgr, Public Trnsp Dept",302,SFMTA,9186G,"11,647","11,647",,145.5866,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9189,Dir of Planning Muni Railway,351,SFMTA,8020,"4,570","5,556",,57.125,59.9875,62.9875,66.1375,69.45,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9195,Light Rail Vehicle Equip Eng,21,SFMTA,7875,"4,258","5,176",,53.225,55.8875,58.6875,61.6125,64.7,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9196,Sr Light Rail Veh Equip Eng,21,SFMTA,8175,"4,929","5,991",,61.6125,64.7,67.9375,71.325,74.8875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9197,Signal and Systems Engineer,21,SFMTA,9197G,"5,828","5,828",2,72.85,74.6625,76.525,78.45,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9202,Airport Communications Disp,790,COMMN,6900,"2,647","3,217",,33.0875,34.7375,36.475,38.3,40.2125,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9203,Sr Airport Communications Disp,790,COMMN,7100,"2,918","3,547",,36.475,38.3,40.2125,42.225,44.3375,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9204,Airports Communications Sprv,790,COMMN,7250,"3,138","3,815",,39.225,41.1875,43.25,45.4125,47.6875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9206,Airport Property Specialist 1,21,COMMN,7360,"3,313","4,028",,41.4125,43.4875,45.6625,47.95,50.35,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9209,Community Police Services Aide,790,COMMN,6460,"2,135","2,596",,26.6875,28.025,29.425,30.9,32.45,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9212,Airport Safety Officer,790,COMMN,7010,"2,793","3,396",,34.9125,36.6625,38.5,40.425,42.45,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9220,Airport Operations Supervisor,790,COMMN,7340,"3,282","3,989",,41.025,43.075,45.225,47.4875,49.8625,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9230,Airport Custodial Svcs Sprv,790,COMMN,6740,"2,449","2,977",,30.6125,32.1375,33.75,35.4375,37.2125,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9232,Airport Mechanical Maint Sprv,39,COMMN,9232G,"5,110","5,110",,63.875,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9234,Airport Security ID Technician,790,COMMN,6265,"1,941","2,360",,24.2625,25.475,26.75,28.0875,29.5,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9236,Airport Ground Transport Tech,790,COMMN,6265,"1,941","2,360",,24.2625,25.475,26.75,28.0875,29.5,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9240,Airport Electrician,6,COMMN,7400,"3,378","4,106",,42.225,44.3375,46.55,48.875,51.325,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9241,Airport Electrician Supervisor,6,COMMN,7570,"3,668","4,458",,45.85,48.1375,50.55,53.075,55.725,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9242,Head Airport Electrician,6,COMMN,7670,"3,851","4,681",,48.1375,50.55,53.075,55.725,58.5125,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9247,Airport Emerg Planning Coord,351,COMMN,7200,"3,064","3,724",,38.3,40.2125,42.225,44.3375,46.55,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9251,Public Relations Mgr,351,COMMN,7755,"4,017","4,882",,50.2125,52.725,55.35,58.125,61.025,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9254,Airport Communications Officer,351,COMMN,9254G,"3,111","3,781",6,38.8875,40.825,42.875,45.025,47.2625,49.625,52.1,,,,,,,,,,,,,
FY15-16,2015/07/01,9255,Airport Economic Planner,21,COMMN,7715,"3,940","4,789",,49.25,51.7125,54.2875,57.0125,59.8625,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9258,"Airport Asst Dep Dir, Bus&Fin",351,COMMN,8020,"4,570","5,556",,57.125,59.9875,62.9875,66.1375,69.45,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9328,Apprentice Pile Worker I,34,COMMN,9328G,"2,116","2,822",,26.45,28.6625,30.8625,33.0625,35.275,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9329,Apprentice Pile Worker II,34,COMMN,9329G,"2,822","3,351",,35.275,37.475,39.675,41.8875,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9330,Pile Worker,34,COMMN,7090,"2,902","3,527",,36.275,38.0875,39.9875,41.9875,44.0875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9331,Piledriver Engine Operator,3,COMMN,7165,"3,012","3,661",,37.65,39.525,41.5,43.575,45.7625,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9332,Piledriver Supervisor 1,34,COMMN,7320,"3,248","3,948",,40.6,42.625,44.7625,47,49.35,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9342,Ornamental Iron Wrk Sprv 1,377,COMMN,7150,"2,989","3,633",,37.3625,39.225,41.1875,43.25,45.4125,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9343,Roofer,40,COMMN,6820,"2,545","3,093",,31.8125,33.4,35.075,36.825,38.6625,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9344,Roofer Supervisor 1,40,COMMN,7110,"2,933","3,566",,36.6625,38.5,40.425,42.45,44.575,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9345,Sheet Metal Supervisor 1,104,COMMN,7510,"3,566","4,334",,44.575,46.8,49.1375,51.6,54.175,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9346,Fusion Welder,377,COMMN,7240,"3,126","3,799",,39.075,41.025,43.075,45.225,47.4875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9354,Elevator and Crane Technician,6,COMMN,7500,"3,547","4,311",,44.3375,46.55,48.875,51.325,53.8875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9355,Wharfinger 1,790,COMMN,6660,"2,354","2,862",,29.425,30.9,32.45,34.075,35.775,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9356,Wharfinger 2,790,COMMN,6945,"2,706","3,289",,33.825,35.5125,37.2875,39.15,41.1125,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9358,Crane Mechanic Supervisor,6,COMMN,7600,"3,724","4,527",,46.55,48.875,51.325,53.8875,56.5875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9375,"Asst.Dep.Dir., Port",351,COMMN,8045,"4,627","5,624",,57.8375,60.7375,63.7625,66.9625,70.3,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9376,"Market Research Spec, Port",21,COMMN,7175,"3,027","3,679",,37.8375,39.725,41.7125,43.7875,45.9875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9377,"Feasibility Analyst, Port",21,COMMN,9377G,"3,147","3,826",6,39.3375,41.3,43.375,45.5375,47.825,49.0125,50.2125,51.4625,,,,,,,,,,,,
FY15-16,2015/07/01,9382,Govrnmt/Publ Affairs Mgr,351,COMMN,7670,"3,851","4,681",,48.1375,50.55,53.075,55.725,58.5125,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9386,"Senior Property Manager, Port",21,COMMN,9386G,"3,844","4,672",6,48.05,50.45,52.975,55.6125,58.4,59.8625,61.3125,62.8625,,,,,,,,,,,,
FY15-16,2015/07/01,9393,Maritime Marketing Repr,21,COMMN,7585,"3,696","4,492",,46.2,48.5125,50.9375,53.475,56.15,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9395,"Property Manager, Port",21,COMMN,7360,"3,313","4,028",,41.4125,43.4875,45.6625,47.95,50.35,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9399,Port Director,604,COMMN,9399G,"10,455","10,455",,130.6875,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9504,Permit and Citation Clerk,790,SFMTA,6485,"2,161","2,627",,27.0125,28.3625,29.7875,31.275,32.8375,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9506,Snr Permit and Citation Clerk,790,SFMTA,6675,"2,371","2,882",,29.6375,31.125,32.675,34.3125,36.025,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9508,Prpl Permit and Citation Clerk,790,SFMTA,6850,"2,582","3,138",,32.275,33.8875,35.5875,37.3625,39.225,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9520,Trans Safety Specialist,200,SFMTA,7575,"3,679","4,471",,45.9875,48.275,50.7,53.225,55.8875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9530,"Labor Relations Rep,SFMTA",1,SFMTA,9530G,"2,896","3,520",6,36.2,38.0125,39.9125,41.9125,44,46.2,48.5125,50.9375,,,,,,,,,,,,
FY15-16,2015/07/01,9531,"Sr.Labor Relations Rep,SFMTA",1,SFMTA,9531G,"3,714","4,514",6,46.425,48.7375,51.175,53.7375,56.425,59.2375,62.2,65.3125,,,,,,,,,,,,
FY15-16,2015/07/01,9702,Employment & Training Spec 1,535,COMMN,6520,"2,199","2,672",,27.4875,28.8625,30.3,31.8125,33.4,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9703,HSA Emp & Training Spec II,535,COMMN,9703G,"1,994","3,126",,24.925,26.175,27.4875,28.8625,30.3,31.8125,33.4,35.075,36.825,39.075,,,,,,,,,,
FY15-16,2015/07/01,9704,Employment & Training Spec 3,535,COMMN,6890,"2,632","3,199",,32.9,34.55,36.275,38.0875,39.9875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9705,Emp & Training Spec 4,535,COMMN,7090,"2,902","3,527",,36.275,38.0875,39.9875,41.9875,44.0875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9706,Employment & Training Spec 5,535,COMMN,7290,"3,199","3,888",,39.9875,41.9875,44.0875,46.3,48.6,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9708,Employment & Training Spec 6,535,COMMN,7640,"3,799","4,617",,47.4875,49.8625,52.35,54.9625,57.7125,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9722,Specialist in Aging 2,790,COMMN,7090,"2,902","3,527",,36.275,38.0875,39.9875,41.9875,44.0875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9770,Community Development Asst,790,COMMN,6400,"2,074","2,521",,25.925,27.225,28.5875,30.0125,31.5125,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9772,Community Development Spec,790,COMMN,6870,"2,607","3,169",,32.5875,34.2125,35.925,37.725,39.6125,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9774,Sr. Community Devl Spc 1,790,COMMN,7170,"3,018","3,668",,37.725,39.6125,41.5875,43.6625,45.85,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9775,Sr Community Dev Spec 2,790,COMMN,7520,"3,581","4,352",,44.7625,47,49.35,51.8125,54.4,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9912,Public Service Aide-Technical,790,COMMN,4900,"1,008","1,220",,12.6,13.2125,13.8625,14.5375,15.25,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9914,Public Service Aide-Admin,790,COMMN,9914G,"1,440","1,440",,18,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9916,Public Svc Aide-Public Works,1,COMMN,9916G,"1,102","1,291",,13.775,14.1875,14.6125,15,16.1375,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9920,Publ Svc Aide-Asst to Prof,790,COMMN,9920G,"1,444","1,444",,18.05,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9922,PS Aide to Prof,790,COMMN,9922G,"1,580","1,580",,19.75,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,9924,PS Aide Health Services,790,COMMN,9924G,"1,462","1,462",,18.275,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,AB44,"Cfdntal Chf Atty 2,(Cvl&Crmnl)",2,COMMN,8945,"7,178","8,725",,89.725,94.2125,98.9125,103.8625,109.0625,,,,,,,,,,,,,,,
FY15-16,2015/07/01,AC35,Bd/Comm Secretary 3,1,COMMN,7430,"3,426","4,164",,42.825,44.9625,47.2125,49.575,52.05,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H001,Fire Rescue Paramedic,793,COMMN,H1G00,"3,943","4,796",,49.2875,51.775,54.35,57.075,59.95,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H002,Firefighter,798,COMMN,H2G00,"2,824","4,358",,35.3,37.0625,38.9125,43.15,49.4375,51.825,54.475,,,,,,,,,,,,,
FY15-16,2015/07/01,H003,EMT/Paramedic/Firefighter,798,COMMN,H3G00,"2,587","5,036",,32.3375,33.95,37.3875,41.1125,43.0875,45.2375,49.7375,54.725,57.1,59.95,62.95,,,,,,,,,
FY15-16,2015/07/01,H004,"Insp, Fire Dept",798,COMMN,H4G00,"5,224","5,224",,65.3,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H006,"Invstgtor,Fire Dept",798,COMMN,H6G00,"5,224","5,224",,65.3,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H008,EMT Paramedic,798,COMMN,H8G00,"2,587","4,378",,32.3375,33.95,37.3875,41.1125,43.0875,45.2375,49.7375,54.725,,,,,,,,,,,,
FY15-16,2015/07/01,H010,Incident Support Specialist,798,COMMN,H10G0,"4,747","4,747",,59.3375,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H016,"Tech Trn Spc, Fire Dept",798,COMMN,H16G0,"5,063","5,063",,63.2875,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H018,Coord of Community Service,798,COMMN,H18G0,"5,063","5,063",,63.2875,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H020,"Lieutenant, Fire Suppression",798,COMMN,H20G0,"5,064","5,064",,63.3,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H022,"Lieut,Fire Prev",798,COMMN,H22G0,"5,717","5,717",,71.4625,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H024,"Lieut,Fire Invstgtn",798,COMMN,H24G0,"5,717","5,717",,71.4625,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H028,"Lieut, Division of Training",798,COMMN,H28G0,"5,781","5,781",,72.2625,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H029,Special Services Officer,798,COMMN,H29G0,"5,781","5,781",,72.2625,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H030,"Captain, Fire Suppression",798,COMMN,H30G0,"5,782","5,782",,72.275,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H032,"Capt,Fire Prev or Fire Invsgtn",798,COMMN,H32G0,"6,529","6,529",,81.6125,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H033,"Captain, Emergency Med Svcs",798,COMMN,H33G0,"5,782","5,782",,72.275,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H039,"Captain, Division of Training",798,COMMN,H39G0,"6,939","6,939",,86.7375,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H040,"Battalion Chief, Fire Suppress",799,COMMN,H40G0,"6,940","6,940",,86.75,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H043,EMS Section Chief,799,COMMN,H43G0,"6,940","6,940",,86.75,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H050,Asst Chf of Dept (Fire Dept),799,COMMN,H50G0,"8,021","8,021",,100.2625,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H051,Assistant Deputy Chief 2,352,COMMN,H51G0,"8,950","8,950",,111.875,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H053,Emergency Medical Svcs Chief,352,COMMN,H53G0,"8,950","8,950",,111.875,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H110,Marine Engineer of Fire Boats,799,COMMN,H110G,"5,782","5,782",,72.275,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H120,Pilot of Fire Boats,799,COMMN,H120G,"5,782","5,782",,72.275,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O030,Mgmt Asst III (OCII),790,COMMN,O030G,"2,905","3,531",,36.3125,38.125,40.0375,42.0375,44.1375,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O035,Management Assistant II (OCII),790,COMMN,O035G,"2,534","3,080",,31.675,33.25,34.9125,36.6625,38.5,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O045,Sr Development Spec Sup (OCII),21,COMMN,O045G,"4,316","5,246",,53.95,56.6375,59.475,62.45,65.575,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O060,Dep Exec Dir (OCII),2,COMMN,O060G,"5,479","6,660",,68.4875,71.9125,75.5125,79.2875,83.25,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O535,DvlpmntServicesManager (OCII),21,COMMN,O535G,"4,629","5,628",,57.8625,60.7625,63.8,67,70.35,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O550,Sr Project Mgr (OCII),21,COMMN,O550G,"4,575","5,562",,57.1875,60.05,63.05,66.2,69.525,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O565,Sr Civil Engineer (OCII),21,COMMN,O565G,"4,935","5,998",,61.6875,64.7625,68,71.4,74.975,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O585,ContractComplianceSup (OCII),21,COMMN,O585G,"3,974","4,831",,49.675,52.1625,54.775,57.5125,60.3875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O586,Contract Comp Spec III (OCII),21,COMMN,O586G,"4,087","4,968",,51.0875,53.65,56.325,59.1375,62.1,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O590,Project Mgr (OCII),21,COMMN,O590G,"3,952","4,804",,49.4,51.8625,54.4625,57.1875,60.05,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O595,Sr Dvlpmnt Spec (OCII),21,COMMN,O595G,"3,999","4,861",,49.9875,52.4875,55.1125,57.8625,60.7625,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O615,Dvlpmnt Spec (OCII),21,COMMN,O615G,"3,717","4,519",,46.4625,48.8,51.225,53.8,56.4875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O630,Sr Financial Analyst (OCII),21,COMMN,O630G,"4,071","4,947",,50.8875,53.4375,56.1,58.9,61.8375,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O635,Architect (OCII),21,COMMN,O635G,"4,263","5,181",,53.2875,55.95,58.7375,61.6875,64.7625,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O640,ContractComplnceSpecII (OCII),21,COMMN,O640G,"3,120","3,793",,39,40.95,42.9875,45.1375,47.4125,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O655,Sr Planner (OCII),790,COMMN,O655G,"4,490","4,490",,56.125,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O670,Financial Sys Acctnt (OCII),21,COMMN,O670G,"3,575","4,345",,44.6875,46.9125,49.2625,51.725,54.3125,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O695,Accountant III (OCII),790,COMMN,O695G,"3,088","3,753",,38.6,40.5375,42.55,44.6875,46.9125,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O705,Asst Development Spec (OCII),21,COMMN,O705G,"3,212","3,904",,40.15,42.1625,44.2625,46.4625,48.8,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O720,Sr Prog Analyst (OCII),21,COMMN,O720G,"3,203","3,893",,40.0375,42.0375,44.1375,46.3375,48.6625,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O730,Associate Planner (OCII),790,COMMN,O730G,"3,340","4,060",,41.75,43.825,46.025,48.325,50.75,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O740,Harbormaster (OCII),21,COMMN,O740G,"3,728","4,531",,46.6,48.9375,51.375,53.95,56.6375,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O775,Accountant II (OCII),790,COMMN,O775G,"2,554","3,105",,31.925,33.525,35.2,36.9625,38.8125,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O790,Asst Harbormaster (OCII),790,COMMN,O790G,"2,339","2,842",,29.2375,30.7,32.225,33.8375,35.525,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O820,Accountant I (OCII),790,COMMN,O820G,"2,305","2,802",,28.8125,30.2625,31.775,33.35,35.025,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O840,Harbor Attendant (OCII),790,COMMN,O840G,"2,011","2,444",,25.1375,26.4,27.7125,29.1,30.55,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O855,Records Spec II (OCII),790,COMMN,O855G,"1,986","2,413",,24.825,26.0625,27.3625,28.7375,30.1625,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O860,Senior Office Assistant (OCII),790,COMMN,O860G,"1,986","2,413",,24.825,26.0625,27.3625,28.7375,30.1625,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O865,Harbor Office Assistant (OCII),790,COMMN,O865G,"1,772","2,152",,22.15,23.2375,24.4125,25.625,26.9,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O890,Harbor Security Officer (OCII),790,COMMN,O890G,"1,637","1,986",,20.4625,21.4625,22.525,23.6375,24.825,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O895,Office Assistant I (OCII),790,COMMN,O895G,"1,705","2,070",,21.3125,22.3625,23.4625,24.65,25.875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O965,HR Manager (OCII),2,COMMN,O965G,"3,897","4,737",,48.7125,51.15,53.7125,56.4,59.2125,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O970,Accounting Supervisor (OCII),21,COMMN,O970G,"4,316","5,246",,53.95,56.6375,59.475,62.45,65.575,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O990,Assistant Prjct Manager (OCII),21,COMMN,O990G,"3,717","4,519",,46.4625,48.8,51.225,53.8,56.4875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,O995,Housing Program Manager (OCII),21,COMMN,O995G,"4,629","5,628",,57.8625,60.7625,63.8,67,70.35,,,,,,,,,,,,,,,
FY15-16,2015/07/01,P103,Special Nurse,791,COMMN,P103G,"5,423","7,124",,67.7875,69.9375,72.1125,74.175,76.4875,78.85,81.2625,83.8125,86.425,89.05,,,,,,,,,,
FY15-16,2015/07/01,Q002,Police Officer,911,COMMN,Q2G00,"3,130","4,357",,39.125,41.0875,43.1375,47.025,49.375,51.775,54.4625,,,,,,,,,,,,,
FY15-16,2015/07/01,Q003,Police Officer 2,911,COMMN,Q3G00,"3,255","4,529",,40.6875,42.725,44.8625,48.9375,51.375,53.875,56.6125,,,,,,,,,,,,,
FY15-16,2015/07/01,Q004,Police Officer 3,911,COMMN,Q4G00,"3,322","4,619",,41.525,43.6,45.775,49.8875,52.325,54.8625,57.7375,,,,,,,,,,,,,
FY15-16,2015/07/01,Q035,Assistant Inspector,911,COMMN,Q35G0,"5,060","5,060",,63.25,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,Q036,Assistant Inspector 2,911,COMMN,Q36G0,"5,264","5,264",,65.8,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,Q037,Assistant Inspector 3,911,COMMN,Q37G0,"5,360","5,360",,67,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,Q050,"Sergeant, (Police Department)",911,COMMN,Q50G0,"5,060","5,060",,63.25,,,,,,,,,,,,,,,,,,,
